code,term,dmd_id,dmd_type,bnf_code
588611000001108,Fluphenazine decanoate 12.5mg/0.5ml solution for injection ampoules,588611000001108,AMP,0402020L0AAAAAA
36058611000001101,Fluphenazine decanoate 50mg/0.5ml solution for injection ampoules,36058611000001101,VMP,0402020L0AAABAB
4744611000001101,Fluphenazine decanoate 50mg/0.5ml solution for injection ampoules,4744611000001101,AMP,0402020L0AAABAB
688411000001101,Fluphenazine decanoate 50mg/0.5ml solution for injection ampoules,688411000001101,AMP,0402020L0AAABAB
36058411000001104,Fluphenazine decanoate 25mg/1ml solution for injection ampoules,36058411000001104,VMP,0402020L0AAACAC
214011000001101,Fluphenazine decanoate 25mg/1ml solution for injection ampoules,214011000001101,AMP,0402020L0AAACAC
527111000001107,Fluphenazine decanoate 25mg/1ml solution for injection ampoules,527111000001107,AMP,0402020L0AAACAC
356411000001100,Fluphenazine decanoate 25mg/1ml solution for injection ampoules,356411000001100,AMP,0402020L0AAACAC
36058711000001105,Fluphenazine decanoate 50mg/2ml solution for injection ampoules,36058711000001105,VMP,0402020L0AAADAD
36058311000001106,Fluphenazine decanoate 250mg/10ml solution for injection vials,36058311000001106,VMP,0402020L0AAAEAE
36058111000001109,Fluphenazine decanoate 100mg/1ml solution for injection ampoules,36058111000001109,VMP,0402020L0AAAFAF
58111000001107,Fluphenazine decanoate 100mg/1ml solution for injection ampoules,58111000001107,AMP,0402020L0AAAFAF
933411000001103,Fluphenazine decanoate 100mg/1ml solution for injection ampoules,933411000001103,AMP,0402020L0AAAFAF
461511000001107,Fluphenazine decanoate 100mg/1ml solution for injection ampoules,461511000001107,AMP,0402020L0AAAFAF
36058511000001100,Fluphenazine decanoate 25mg/1ml solution for injection pre-filled syringes,36058511000001100,VMP,0402020L0AAAGAG
36058811000001102,Fluphenazine decanoate 50mg/2ml solution for injection pre-filled syringes,36058811000001102,VMP,0402020L0AAAHAH
790311000001100,Modecate 12.5mg/0.5ml solution for injection ampoules,790311000001100,AMP,0402020L0BBAAAA
556111000001108,Modecate 25mg/1ml solution for injection ampoules,556111000001108,AMP,0402020L0BBABAC
119311000001100,Modecate 50mg/2ml solution for injection ampoules,119311000001100,AMP,0402020L0BBACAD
928411000001107,Modecate 250mg/10ml solution for injection vials,928411000001107,AMP,0402020L0BBADAE
66211000001107,Modecate 25mg/1ml solution for injection pre-filled syringes,66211000001107,AMP,0402020L0BBADAG
153511000001100,Modecate 50mg/2ml solution for injection pre-filled syringes,153511000001100,AMP,0402020L0BBAEAH
837811000001102,Modecate Concentrate 50mg/0.5ml solution for injection ampoules,837811000001102,AMP,0402020L0BBAFAB
565211000001101,Modecate Concentrate 100mg/1ml solution for injection ampoules,565211000001101,AMP,0402020L0BBAGAF
36053711000001104,Haloperidol decanoate 50mg/1ml solution for injection ampoules,36053711000001104,VMP,0402020T0AAAAAA
36053611000001108,Haloperidol decanoate 100mg/1ml solution for injection ampoules,36053611000001108,VMP,0402020T0AAABAB
3747311000001104,Haldol Decanoate 50mg/1ml solution for injection ampoules,3747311000001104,AMP,0402020T0BBAAAA
3748011000001101,Haldol Decanoate 100mg/1ml solution for injection ampoules,3748011000001101,AMP,0402020T0BBABAB
3822011000001103,Piportil Depot 50mg/1ml solution for injection ampoules,3822011000001103,AMP,0402020V0BBAAAA
8823211000001101,Piportil Depot 100mg/2ml solution for injection ampoules,8823211000001101,AMP,0402020V0BBABAB
36152111000001102,Zuclopenthixol decanoate 200mg/1ml solution for injection ampoules,36152111000001102,VMP,0402020Z0AAAAAA
36152211000001108,Zuclopenthixol decanoate 500mg/1ml solution for injection ampoules,36152211000001108,VMP,0402020Z0AAABAB
178611000001106,Clopixol 200mg/1ml solution for injection ampoules,178611000001106,AMP,0402020Z0BBAAAA
32911000001106,Clopixol Conc 500mg/1ml solution for injection ampoules,32911000001106,AMP,0402020Z0BBACAB
321658001,VMP previous to 36058011000001108,321658001,VMP,0402020G0AAAHAH
321662007,VMP previous to 36068711000001103,321662007,VMP,0402020G0AAAIAI
321663002,VMP previous to 36068811000001106,321663002,VMP,0402020G0AAAAAA
321664008,VMP previous to 36068911000001101,321664008,VMP,0402020G0AAACAC
321666005,VMP previous to 36068611000001107,321666005,VMP,0402020G0AAABAB
321678009,VMP previous to 36058611000001101,321678009,VMP,0402020L0AAABAB
321682006,VMP previous to 36058111000001109,321682006,VMP,0402020L0AAAFAF
321683001,VMP previous to 36058511000001100,321683001,VMP,0402020L0AAAGAG
321684007,VMP previous to 36058811000001102,321684007,VMP,0402020L0AAAHAH
321685008,VMP previous to 36058211000001103,321685008,VMP,0402020L0AAAAAA
321686009,VMP previous to 36058411000001104,321686009,VMP,0402020L0AAACAC
321687000,VMP previous to 36058711000001105,321687000,VMP,0402020L0AAADAD
321688005,VMP previous to 36058311000001106,321688005,VMP,0402020L0AAAEAE
321700008,VMP previous to 36053711000001104,321700008,VMP,0402020T0AAAAAA
321701007,VMP previous to 36053611000001108,321701007,VMP,0402020T0AAABAB
321713002,VMP previous to 36152111000001102,321713002,VMP,0402020Z0AAAAAA
321718006,VMP previous to 36152211000001108,321718006,VMP,0402020Z0AAABAB
