code,term
10297111000001102,Ramipril 10mg capsules (Focus Pharmaceuticals Ltd) (AMP)
10412711000001103,Ramipril 10mg capsules (Arrow Generics Ltd) (AMP)
11408211000001100,Ramipril 10mg capsules (Almus Pharmaceuticals Ltd) (AMP)
13253411000001109,Ramipril 10mg capsules (Dowelhurst Ltd) (AMP)
15182211000001101,Ramipril 10mg capsules (Sigma Pharmaceuticals Plc) (AMP)
16065411000001101,Ramipril 10mg capsules (Bristol Laboratories Ltd) (AMP)
17921311000001109,Ramipril 10mg capsules (Phoenix Healthcare Distribution Ltd) (AMP)
21878311000001108,Ramipril 10mg capsules (Waymade Healthcare Plc) (AMP)
28780211000001104,Ramipril 10mg capsules (Ennogen Healthcare International Ltd) (AMP)
30087411000001100,Ramipril 10mg capsules (DE Pharmaceuticals) (AMP)
30867211000001101,Ramipril 10mg capsules (Mawdsley-Brooks & Company Ltd) (AMP)
32497411000001101,Ramipril 10mg capsules (Brown & Burk UK Ltd) (AMP)
34747811000001108,Ramipril 10mg capsules (Wockhardt UK Ltd) (AMP)
38577011000001100,Ramipril 10mg capsules (Crescent Pharma Ltd) (AMP)
39206011000001102,Ramipril 10mg capsules (Medihealth (Northern) Ltd) (AMP)
41966311000001107,Ramipril 10mg capsules (Milpharm Ltd) (AMP)
42381211000001101,Ramipril 10mg capsules (VMP)
42750411000001103,Ramipril 10mg capsules (Medreich Plc) (AMP)
43711000001100,Tritace 10mg capsules (Sanofi) (AMP)
44288811000001108,Ramipril 10mg capsules (Noumed Life Sciences Ltd) (AMP)
5589711000001107,Ramipril 10mg capsules (Teva UK Ltd) (AMP)
5624611000001100,Ramipril 10mg capsules (Sandoz Ltd) (AMP)
5629611000001101,Ramipril 10mg capsules (Genus Pharmaceuticals Ltd) (AMP)
5631611000001104,Ramipril 10mg capsules (Zentiva Pharma UK Ltd) (AMP)
5632811000001109,Ramipril 10mg capsules (Kent Pharma (UK) Ltd) (AMP)
5880511000001109,Ramipril 10mg capsules (A A H Pharmaceuticals Ltd) (AMP)
5925111000001106,Ramipril 10mg capsules (Alliance Healthcare (Distribution) Ltd) (AMP)
7433511000001100,Ramipril 10mg capsules (Viatris UK Healthcare Ltd) (AMP)
7818511000001109,Ramipril 10mg capsules (Sun Pharma UK Ltd) (AMP)
7949111000001105,Lopace 10mg capsules (Discovery Pharmaceuticals) (AMP)
8147011000001106,Ranace 10mg capsules (Sun Pharma UK Ltd) (AMP)
8267511000001108,Ramipril 10mg capsules (Accord-UK Ltd) (AMP)
