code,term
18066011000001109,Propecia 1mg tablets (Lexon (UK) Ltd) (AMP)
27982811000001101,Aindeem 1mg tablet (Actavis UK Ltd) (AMP)
30212211000001107,Propecia 1mg tablets (Waymade Healthcare Plc) (AMP)
30786411000001104,Finasteride 1mg tablets (Accord-UK Ltd) (AMP)
31992711000001106,Finasteride 1mg tablets (Ennogen Healthcare Ltd) (AMP)
37068811000001107,Finasteride 1mg tablets (Mawdsley-Brooks & Company Ltd) (AMP)
37252911000001102,Finasteride 1mg tablets (Relonchem Ltd) (AMP)
37381211000001104,Finasteride 1mg tablets (DE Pharmaceuticals) (AMP)
37826211000001102,Finasteride 1mg tablets (Viatris UK Healthcare Ltd) (AMP)
38715511000001107,Finasteride 1mg tablets (Milpharm Ltd) (AMP)
38842011000001102,Finasteride 1mg tablets (Avianta Pharma Ltd) (AMP)
38853511000001101,Finasteride 1mg tablets (A A H Pharmaceuticals Ltd) (AMP)
38906311000001100,Finasteride 1mg tablets (Medihealth (Northern) Ltd) (AMP)
40819611000001107,Finasteride 1mg tablets (Alliance Healthcare (Distribution) Ltd) (AMP)
40836211000001108,Finasteride 1mg tablets (Bristol Laboratories Ltd) (AMP)
41187711000001108,Finasteride 1mg tablets (Amarox Ltd) (AMP)
41410211000001103,Finasteride 1mg tablets (Careforsons Ltd) (AMP)
42035911000001103,Finasteride 1mg tablets (VMP)
44142011000001109,Finasteride 1mg tablets (Rudipharm Ltd) (AMP)
45440611000001108,Finasteride 1mg tablets (Milpharm Ltd) (AMP)
4659811000001105,Propecia 1mg tablets (Organon Pharma (UK) Ltd) (AMP)
5497111000001107,Finasteride 1mg tablets (Dowelhurst Ltd) (AMP)
5544711000001102,Propecia 1mg tablets (Dowelhurst Ltd) (AMP)
