code,term,dmd_id,dmd_type,uom
42294811000001108,Furosemide 40mg tablets,42294811000001108,VMP,tablet
42381611000001104,Ramipril 5mg capsules,42381611000001104,VMP,capsule
42191711000001101,Hypromellose 0.5% eye drops,42191711000001101,VMP,
42109611000001109,Paracetamol 500mg tablets,42109611000001109,VMP,tablet
42209311000001101,Doxazosin 4mg tablets,42209311000001101,VMP,tablet
39113611000001102,Salbutamol 100micrograms/dose inhaler CFC free,39113611000001102,VMP,dose
41900511000001104,Hydrocortisone 1% cream,41900511000001104,VMP,
41952111000001102,Metronidazole 400mg tablets,41952111000001102,VMP,tablet
41894611000001102,Clobetasone 0.05% cream,41894611000001102,VMP,
39108711000001103,Ferrous fumarate 140mg/5ml oral solution,39108711000001103,VMP,ml
39111511000001100,Hydroxocobalamin 1mg/1ml solution for injection ampoules,39111511000001100,VMP,ml
42381711000001108,Ramipril 5mg tablets,42381711000001108,VMP,tablet
