code,term,dmd_id,dmd_type,uom
17886711000001104,Co-codamol 30mg/500mg capsules,17886711000001104,AMP,capsule
15080211000001109,Co-codamol 30mg/500mg capsules,15080211000001109,AMP,capsule
9626911000001109,Co-codamol 30mg/500mg capsules,9626911000001109,AMP,capsule
9479611000001105,Co-codamol 30mg/500mg capsules,9479611000001105,AMP,capsule
22011311000001105,Co-codamol 30mg/500mg capsules,22011311000001105,AMP,capsule
10822611000001105,Co-codamol 30mg/500mg capsules,10822611000001105,AMP,capsule
42009711000001109,Co-codamol 30mg/500mg effervescent tablets,42009711000001109,VMP,tablet
7382511000001107,Co-codamol 30mg/500mg effervescent tablets,7382511000001107,AMP,tablet
40562211000001102,Co-codamol 30mg/500mg effervescent tablets,40562211000001102,AMP,tablet
15447311000001100,Co-codamol 30mg/500mg effervescent tablets,15447311000001100,AMP,tablet
20352211000001105,Co-codamol 30mg/500mg effervescent tablets,20352211000001105,AMP,tablet
5468911000001108,Co-codamol 30mg/500mg effervescent tablets,5468911000001108,AMP,tablet
11403111000001102,Co-codamol 30mg/500mg effervescent tablets,11403111000001102,AMP,tablet
22634611000001102,Co-codamol 30mg/500mg effervescent tablets,22634611000001102,AMP,tablet
18068111000001109,Co-codamol 30mg/500mg effervescent tablets,18068111000001109,AMP,tablet
5628211000001108,Co-codamol 30mg/500mg effervescent tablets,5628211000001108,AMP,tablet
44982411000001108,Co-codamol 30mg/500mg effervescent tablets,44982411000001108,AMP,tablet
30017711000001108,Co-codamol 30mg/500mg effervescent tablets,30017711000001108,AMP,tablet
38858911000001103,Co-codamol 30mg/500mg effervescent tablets,38858911000001103,AMP,tablet
17886911000001102,Co-codamol 30mg/500mg effervescent tablets,17886911000001102,AMP,tablet
15093111000001109,Co-codamol 30mg/500mg effervescent tablets,15093111000001109,AMP,tablet
14167611000001107,Co-codamol 30mg/500mg effervescent tablets,14167611000001107,AMP,tablet
31008611000001109,Co-codamol 30mg/500mg effervescent tablets,31008611000001109,AMP,tablet
9554511000001103,Co-codamol 30mg/500mg effervescent tablets,9554511000001103,AMP,tablet
22032611000001102,Co-codamol 30mg/500mg effervescent tablets,22032611000001102,AMP,tablet
15969011000001100,Co-codamol 30mg/500mg effervescent tablets,15969011000001100,AMP,tablet
5468611000001102,Co-codamol 30mg/500mg effervescent tablets,5468611000001102,AMP,tablet
42009811000001101,Co-codamol 30mg/500mg tablets,42009811000001101,VMP,tablet
22785311000001107,Co-codamol 30mg/500mg caplets,22785311000001107,AMP,tablet
23260511000001108,Co-codamol 30mg/500mg caplets,23260511000001108,AMP,tablet
22786711000001103,Co-codamol 30mg/500mg caplets,22786711000001103,AMP,tablet
20545311000001107,Co-codamol 30mg/500mg caplets,20545311000001107,AMP,tablet
22633311000001105,Co-codamol 30mg/500mg caplets,22633311000001105,AMP,tablet
22393711000001105,Co-codamol 30mg/500mg caplets,22393711000001105,AMP,tablet
8095111000001103,Co-codamol 30mg/500mg caplets,8095111000001103,AMP,tablet
30029611000001102,Co-codamol 30mg/500mg caplets,30029611000001102,AMP,tablet
38858011000001102,Co-codamol 30mg/500mg caplets,38858011000001102,AMP,tablet
23651811000001109,Co-codamol 30mg/500mg caplets,23651811000001109,AMP,tablet
22010711000001101,Co-codamol 30mg/500mg caplets,22010711000001101,AMP,tablet
32474211000001102,Co-codamol 30mg/500mg caplets,32474211000001102,AMP,tablet
549811000001105,Co-codamol 30mg/500mg tablets,549811000001105,AMP,tablet
9604211000001103,Co-codamol 30mg/500mg tablets,9604211000001103,AMP,tablet
292811000001100,Co-codamol 30mg/500mg tablets,292811000001100,AMP,tablet
9788511000001103,Co-codamol 30mg/500mg tablets,9788511000001103,AMP,tablet
10398311000001107,Co-codamol 30mg/500mg tablets,10398311000001107,AMP,tablet
21032311000001106,Co-codamol 30mg/500mg tablets,21032311000001106,AMP,tablet
22636411000001108,Co-codamol 30mg/500mg tablets,22636411000001108,AMP,tablet
4868911000001106,Co-codamol 30mg/500mg tablets,4868911000001106,AMP,tablet
188911000001105,Co-codamol 30mg/500mg tablets,188911000001105,AMP,tablet
24033511000001103,Co-codamol 30mg/500mg tablets,24033511000001103,AMP,tablet
30017211000001101,Co-codamol 30mg/500mg tablets,30017211000001101,AMP,tablet
38857311000001100,Co-codamol 30mg/500mg tablets,38857311000001100,AMP,tablet
42835211000001108,Co-codamol 30mg/500mg tablets,42835211000001108,AMP,tablet
17887211000001108,Co-codamol 30mg/500mg tablets,17887211000001108,AMP,tablet
7259811000001100,Co-codamol 30mg/500mg tablets,7259811000001100,AMP,tablet
29795511000001105,Co-codamol 30mg/500mg tablets,29795511000001105,AMP,tablet
9627111000001109,Co-codamol 30mg/500mg tablets,9627111000001109,AMP,tablet
36860511000001106,Co-codamol 30mg/500mg tablets,36860511000001106,AMP,tablet
9326411000001107,Co-codamol 30mg/500mg tablets,9326411000001107,AMP,tablet
22034211000001108,Co-codamol 30mg/500mg tablets,22034211000001108,AMP,tablet
352411000001101,Co-codamol 30mg/500mg tablets,352411000001101,AMP,tablet
855111000001101,Co-codamol 30mg/500mg tablets,855111000001101,AMP,tablet
3805611000001109,Co-codamol 15mg/500mg tablets,3805611000001109,VMP,tablet
17879911000001100,Co-codamol 15mg/500mg tablets,17879911000001100,AMP,tablet
34035211000001101,Co-codamol 15mg/500mg tablets,34035211000001101,AMP,tablet
42639411000001104,Co-codamol 15mg/500mg tablets,42639411000001104,AMP,tablet
19794111000001101,Co-codamol 15mg/500mg tablets,19794111000001101,AMP,tablet
22636211000001109,Co-codamol 15mg/500mg tablets,22636211000001109,AMP,tablet
29988011000001102,Co-codamol 15mg/500mg tablets,29988011000001102,AMP,tablet
32402911000001105,Co-codamol 15mg/500mg tablets,32402911000001105,AMP,tablet
42315711000001108,Co-codamol 15mg/500mg tablets,42315711000001108,AMP,tablet
38854411000001102,Co-codamol 15mg/500mg tablets,38854411000001102,AMP,tablet
36042211000001103,Co-codamol 15mg/500mg tablets,36042211000001103,AMP,tablet
22033611000001107,Co-codamol 15mg/500mg tablets,22033611000001107,AMP,tablet
20913611000001104,Co-codamol 15mg/500mg tablets,20913611000001104,AMP,tablet
42009411000001103,Co-codamol 12.8mg/500mg tablets,42009411000001103,VMP,tablet
42009611000001100,Co-codamol 30mg/500mg effervescent powder sachets sugar free,42009611000001100,VMP,sachet
42009911000001106,Co-codamol 60mg/1000mg effervescent powder sachets sugar free,42009911000001106,VMP,sachet
13892811000001102,Co-codamol 8mg/500mg/5ml oral solution,13892811000001102,VMP,NA
13892911000001107,Co-codamol 8mg/500mg/5ml oral suspension,13892911000001107,VMP,NA
13886911000001105,Co-codamol 8mg/500mg/5ml oral solution,13886911000001105,AMP,NA
13883111000001102,Co-codamol 8mg/500mg/5ml oral suspension,13883111000001102,AMP,NA
19200211000001107,Co-codamol 15mg/500mg capsules,19200211000001107,VMP,capsule
34626511000001100,Co-codamol 15mg/500mg capsules,34626511000001100,AMP,capsule
45338311000001105,Co-codamol 15mg/500mg capsules,45338311000001105,AMP,capsule
34710111000001105,Co-codamol 15mg/500mg capsules,34710111000001105,AMP,capsule
37229711000001109,Co-codamol 15mg/500mg capsules,37229711000001109,AMP,capsule
34611011000001105,Co-codamol 15mg/500mg capsules,34611011000001105,AMP,capsule
38858411000001106,Co-codamol 15mg/500mg capsules,38858411000001106,AMP,capsule
19230711000001108,Co-codamol 15mg/500mg effervescent tablets sugar free,19230711000001108,VMP,tablet
40439211000001105,Co-codamol 15mg/500mg effervescent tablets sugar free,40439211000001105,AMP,tablet
40246711000001106,Co-codamol 15mg/500mg effervescent tablets sugar free,40246711000001106,AMP,tablet
34625311000001101,Co-codamol 60mg/1000mg tablets,34625311000001101,VMP,tablet
34782811000001100,Co-codamol 60mg/1000mg tablets,34782811000001100,AMP,tablet
34617911000001101,Co-codamol 60mg/1000mg tablets,34617911000001101,AMP,tablet
36861011000001107,Co-codamol 60mg/1000mg tablets,36861011000001107,AMP,tablet
38063911000001100,Co-codamol 30mg/500mg/5ml oral solution sugar free,38063911000001100,VMP,ml
38561311000001100,Co-codamol 30mg/500mg/5ml oral solution sugar free,38561311000001100,AMP,ml
38848711000001102,Co-codamol 30mg/500mg/5ml oral solution sugar free,38848711000001102,AMP,ml
37929611000001101,Co-codamol 30mg/500mg/5ml oral solution sugar free,37929611000001101,AMP,ml
38555211000001104,Co-codamol 8mg/500mg effervescent tablets sugar free,38555211000001104,VMP,tablet
38741511000001100,Co-codamol 8mg/500mg effervescent tablets sugar free,38741511000001100,AMP,tablet
38525011000001108,Co-codamol 8mg/500mg effervescent tablets sugar free,38525011000001108,AMP,tablet
44153911000001103,Co-codamol 8mg/500mg effervescent tablets sugar free,44153911000001103,AMP,tablet
42596811000001107,Co-codamol 8mg/500mg effervescent tablets sugar free,42596811000001107,AMP,tablet
772811000001100,Paracodol 8mg/500mg capsules,772811000001100,AMP,capsule
655311000001106,Paracodol 8mg/500mg effervescent tablets,655311000001106,AMP,tablet
9475011000001100,Migraine Relief 8mg/500mg capsules,9475011000001100,AMP,capsule
360311000001104,Tylex 30mg/500mg capsules,360311000001104,AMP,capsule
68111000001102,Tylex 30mg/500mg effervescent tablets,68111000001102,AMP,tablet
10411000001105,Solpadol 30mg/500mg effervescent tablets,10411000001105,AMP,tablet
341211000001105,Solpadol 30mg/500mg caplets,341211000001105,AMP,tablet
247311000001103,Solpadol 30mg/500mg capsules,247311000001103,AMP,capsule
232711000001100,Kapake 30mg/500mg tablets,232711000001100,AMP,tablet
3253711000001104,Kapake Insts 30mg/500mg effervescent powder sachets,3253711000001104,AMP,sachet
3251511000001105,Kapake Insts 60mg/1000mg effervescent powder sachets,3251511000001105,AMP,sachet
737111000001106,Kapake 30mg/500mg capsules,737111000001106,AMP,capsule
7336011000001106,Kapake 30mg/500mg effervescent tablets,7336011000001106,AMP,tablet
17572011000001107,Kapake 15mg/500mg tablets,17572011000001107,AMP,tablet
841911000001103,Panadol Ultra 12.8mg/500mg tablets,841911000001103,AMP,tablet
604311000001102,Solpadeine Max 12.8mg/500mg tablets,604311000001102,AMP,tablet
98711000001103,Medocodene 30mg/500mg capsules,98711000001103,AMP,capsule
9529311000001109,Medocodene 30mg/500mg effervescent tablets,9529311000001109,AMP,tablet
75011000001100,Zapain 30mg/500mg tablets,75011000001100,AMP,tablet
314111000001106,Zapain 30mg/500mg capsules,314111000001106,AMP,capsule
3803111000001102,Codipar 15mg/500mg tablets,3803111000001102,AMP,tablet
19191911000001105,Codipar 15mg/500mg capsules,19191911000001105,AMP,capsule
19207211000001106,Codipar 15mg/500mg effervescent tablets,19207211000001106,AMP,tablet
10898611000001100,Feminax Period Pain capsules,10898611000001100,AMP,capsule
3359711000001105,Migraleve Yellow tablets,3359711000001105,AMP,tablet
35579011000001104,Emcozin 30mg/500mg tablets,35579011000001104,AMP,tablet
40248011000001108,Zipamol Plus 8mg/500mg effervescent tablets,40248011000001108,AMP,tablet
11762111000001100,Co-codaprin 8mg/400mg tablets,11762111000001100,VMP,tablet
11748611000001102,Co-codaprin 8mg/400mg tablets,11748611000001102,AMP,tablet
39695111000001108,Co-codaprin 8mg/400mg dispersible tablets,39695111000001108,VMP,tablet
3679811000001109,Co-codaprin 8mg/400mg dispersible tablets,3679811000001109,AMP,tablet
3680211000001108,Co-codaprin 8mg/400mg dispersible tablets,3680211000001108,AMP,tablet
3680611000001105,Co-codaprin 8mg/400mg dispersible tablets,3680611000001105,AMP,tablet
29797311000001107,Co-codaprin 8mg/400mg dispersible tablets,29797311000001107,AMP,tablet
20549911000001105,Boots Aspirin and Codeine tablets,20549911000001105,AMP,tablet
4956111000001107,Aspirin 500mg / Codeine 8mg dispersible tablets sugar free,4956111000001107,VMP,tablet
17849211000001105,Boots Paracetamol and Codeine Extra capsules,17849211000001105,AMP,capsule
36090011000001104,Codeine 60mg/1ml solution for injection ampoules,36090011000001104,VMP,ml
558511000001103,Codeine 60mg/1ml solution for injection ampoules,558511000001103,AMP,ml
754411000001107,Codeine 60mg/1ml solution for injection ampoules,754411000001107,AMP,ml
447811000001106,Codeine 60mg/1ml solution for injection ampoules,447811000001106,AMP,ml
32755411000001106,Codeine 60mg/1ml solution for injection ampoules,32755411000001106,AMP,ml
36566111000001100,Codeine 25mg/5ml oral solution,36566111000001100,VMP,ml
641111000001109,Codeine 25mg/5ml oral solution,641111000001109,AMP,ml
106811000001100,Codeine 25mg/5ml oral solution,106811000001100,AMP,ml
30046011000001101,Codeine 25mg/5ml oral solution,30046011000001101,AMP,ml
39847111000001102,Codeine 25mg/5ml oral solution,39847111000001102,AMP,ml
27811000001100,Codeine 25mg/5ml oral solution,27811000001100,AMP,ml
42010311000001103,Codeine 15mg tablets,42010311000001103,VMP,tablet
631411000001103,Codeine 15mg tablets,631411000001103,AMP,tablet
3811000001102,Codeine 15mg tablets,3811000001102,AMP,tablet
616411000001104,Codeine 15mg tablets,616411000001104,AMP,tablet
17967711000001105,Codeine 15mg tablets,17967711000001105,AMP,tablet
10399111000001103,Codeine 15mg tablets,10399111000001103,AMP,tablet
15990511000001103,Codeine 15mg tablets,15990511000001103,AMP,tablet
29003611000001106,Codeine 15mg tablets,29003611000001106,AMP,tablet
23854211000001103,Codeine 15mg tablets,23854211000001103,AMP,tablet
114211000001109,Codeine 15mg tablets,114211000001109,AMP,tablet
30018511000001104,Codeine 15mg tablets,30018511000001104,AMP,tablet
39206611000001109,Codeine 15mg tablets,39206611000001109,AMP,tablet
41927111000001104,Codeine 15mg tablets,41927111000001104,AMP,tablet
17887711000001101,Codeine 15mg tablets,17887711000001101,AMP,tablet
11531411000001107,Codeine 15mg tablets,11531411000001107,AMP,tablet
15205411000001106,Codeine 15mg tablets,15205411000001106,AMP,tablet
123811000001101,Codeine 15mg tablets,123811000001101,AMP,tablet
34760811000001104,Codeine 15mg tablets,34760811000001104,AMP,tablet
613111000001104,Codeine 15mg tablets,613111000001104,AMP,tablet
21946111000001102,Codeine 15mg tablets,21946111000001102,AMP,tablet
277611000001109,Codeine 15mg tablets,277611000001109,AMP,tablet
42010411000001105,Codeine 30mg tablets,42010411000001105,VMP,tablet
260411000001100,Codeine 30mg tablets,260411000001100,AMP,tablet
129811000001104,Codeine 30mg tablets,129811000001104,AMP,tablet
708311000001100,Codeine 30mg tablets,708311000001100,AMP,tablet
11426011000001104,Codeine 30mg tablets,11426011000001104,AMP,tablet
10399311000001101,Codeine 30mg tablets,10399311000001101,AMP,tablet
16048111000001109,Codeine 30mg tablets,16048111000001109,AMP,tablet
29003811000001105,Codeine 30mg tablets,29003811000001105,AMP,tablet
23854511000001100,Codeine 30mg tablets,23854511000001100,AMP,tablet
875511000001107,Codeine 30mg tablets,875511000001107,AMP,tablet
908211000001103,Codeine 30mg tablets,908211000001103,AMP,tablet
30018711000001109,Codeine 30mg tablets,30018711000001109,AMP,tablet
38862111000001108,Codeine 30mg tablets,38862111000001108,AMP,tablet
41927511000001108,Codeine 30mg tablets,41927511000001108,AMP,tablet
17888011000001102,Codeine 30mg tablets,17888011000001102,AMP,tablet
11531611000001105,Codeine 30mg tablets,11531611000001105,AMP,tablet
29797511000001101,Codeine 30mg tablets,29797511000001101,AMP,tablet
34761111000001100,Codeine 30mg tablets,34761111000001100,AMP,tablet
380611000001107,Codeine 30mg tablets,380611000001107,AMP,tablet
297411000001104,Codeine 30mg tablets,297411000001104,AMP,tablet
21946811000001109,Codeine 30mg tablets,21946811000001109,AMP,tablet
438511000001106,Codeine 30mg tablets,438511000001106,AMP,tablet
42010511000001109,Codeine 60mg tablets,42010511000001109,VMP,tablet
271511000001104,Codeine 60mg tablets,271511000001104,AMP,tablet
302811000001108,Codeine 60mg tablets,302811000001108,AMP,tablet
646511000001109,Codeine 60mg tablets,646511000001109,AMP,tablet
34680011000001103,Codeine 60mg tablets,34680011000001103,AMP,tablet
10399511000001107,Codeine 60mg tablets,10399511000001107,AMP,tablet
29004011000001102,Codeine 60mg tablets,29004011000001102,AMP,tablet
23854811000001102,Codeine 60mg tablets,23854811000001102,AMP,tablet
367411000001105,Codeine 60mg tablets,367411000001105,AMP,tablet
39320911000001104,Codeine 60mg tablets,39320911000001104,AMP,tablet
41926811000001109,Codeine 60mg tablets,41926811000001109,AMP,tablet
11531811000001109,Codeine 60mg tablets,11531811000001109,AMP,tablet
29798011000001105,Codeine 60mg tablets,29798011000001105,AMP,tablet
357011000001107,Codeine 60mg tablets,357011000001107,AMP,tablet
273211000001103,Codeine 60mg tablets,273211000001103,AMP,tablet
21948511000001107,Codeine 60mg tablets,21948511000001107,AMP,tablet
628311000001101,Codeine 60mg tablets,628311000001101,AMP,tablet
36090211000001109,Codeine phosphate powder,36090211000001109,VMP,NA
5147011000001103,Codeine phosphate powder,5147011000001103,AMP,NA
15247511000001107,Codeine phosphate powder,15247511000001107,AMP,NA
5147211000001108,Codeine phosphate powder,5147211000001108,AMP,NA
5147411000001107,Codeine phosphate powder,5147411000001107,AMP,NA
12388811000001109,Codeine 30mg/1ml solution for injection ampoules,12388811000001109,VMP,ml
12315611000001102,Codeine 30mg/1ml solution for injection ampoules,12315611000001102,AMP,ml
21148211000001106,Codeine 5mg suppositories,21148211000001106,VMP,suppository
21130211000001107,Codeine 5mg suppositories,21130211000001107,AMP,suppository
18519311000001102,Codeine 10mg suppositories,18519311000001102,VMP,suppository
18511211000001109,Codeine 10mg suppositories,18511211000001109,AMP,suppository
21148311000001103,Codeine 6mg suppositories,21148311000001103,VMP,suppository
21130411000001106,Codeine 6mg suppositories,21130411000001106,AMP,suppository
11815511000001102,Codeine 50mg/5ml oral solution,11815511000001102,VMP,NA
11803611000001100,Codeine 50mg/5ml oral solution,11803611000001100,AMP,NA
11815411000001101,Codeine 30mg/5ml oral solution,11815411000001101,VMP,NA
11803311000001105,Codeine 30mg/5ml oral solution,11803311000001105,AMP,NA
21290211000001100,Codeine 15mg suppositories,21290211000001100,VMP,suppository
21269811000001105,Codeine 15mg suppositories,21269811000001105,AMP,suppository
20454511000001107,Codeine 30mg suppositories,20454511000001107,VMP,suppository
20421811000001109,Codeine 30mg suppositories,20421811000001109,AMP,suppository
11815611000001103,Codeine 60mg/5ml oral solution,11815611000001103,VMP,NA
11803911000001106,Codeine 60mg/5ml oral solution,11803911000001106,AMP,NA
8428111000001105,Codeine 5mg/5ml oral solution,8428111000001105,VMP,NA
8428211000001104,Codeine 5mg/5ml oral suspension,8428211000001104,VMP,NA
8405711000001109,Codeine 5mg/5ml oral solution,8405711000001109,AMP,NA
8406311000001100,Codeine 5mg/5ml oral suspension,8406311000001100,AMP,NA
8427911000001107,Codeine 10mg/5ml oral solution,8427911000001107,VMP,NA
8428011000001109,Codeine 10mg/5ml oral suspension,8428011000001109,VMP,NA
8405411000001103,Codeine 10mg/5ml oral solution,8405411000001103,AMP,NA
8406011000001103,Codeine 10mg/5ml oral suspension,8406011000001103,AMP,NA
8087411000001101,Codeine 6.75mg/5ml oral solution,8087411000001101,VMP,ml
20122011000001107,Codeine 20mg suppositories,20122011000001107,VMP,suppository
20116511000001109,Codeine 20mg suppositories,20116511000001109,AMP,suppository
21148111000001100,Codeine 1mg suppositories,21148111000001100,VMP,suppository
21130811000001108,Codeine 1mg suppositories,21130811000001108,AMP,suppository
8086211000001102,Bepro 6.75mg/5ml syrup,8086211000001102,AMP,ml
36045211000001108,Ibuprofen 300mg modified-release / Codeine 20mg tablets,36045211000001108,VMP,tablet
42104611000001105,Ibuprofen 200mg / Codeine 12.8mg tablets,42104611000001105,VMP,tablet
31004511000001103,Boots Ibuprofen and Codeine 200mg/12.8mg tablets,31004511000001103,AMP,tablet
10194911000001107,Solpadeine Migraine Ibuprofen & Codeine tablets,10194911000001107,AMP,tablet
322307006,VMP previous to 42010211000001106,322307006,VMP,tablet
322310004,VMP previous to 39695111000001108,322310004,VMP,tablet
322323006,VMP previous to 42009611000001100,322323006,VMP,sachet
322325004,VMP previous to 42009911000001106,322325004,VMP,sachet
322341003,VMP previous to 42009811000001101,322341003,VMP,tablet
322343000,VMP previous to 42010111000001100,322343000,VMP,tablet
322344006,VMP previous to 42010011000001101,322344006,VMP,capsule
322365000,VMP previous to 42009711000001109,322365000,VMP,tablet
322366004,VMP previous to 42009511000001104,322366004,VMP,capsule
322379008,VMP previous to 42009411000001103,322379008,VMP,tablet
322502004,VMP previous to 42010311000001103,322502004,VMP,tablet
322503009,VMP previous to 42010411000001105,322503009,VMP,tablet
322504003,VMP previous to 42010511000001109,322504003,VMP,tablet
322505002,VMP previous to 36566111000001100,322505002,VMP,ml
322506001,VMP previous to 36090011000001104,322506001,VMP,ml
322507005,VMP previous to 36090211000001109,322507005,VMP,NA
329683004,VMP previous to 42104611000001105,329683004,VMP,tablet
329713000,VMP previous to 36045211000001108,329713000,VMP,tablet
